video_id,description,creation_time,duration,author_id,username,nickname,music_id,song_title,music_author_name,diggs,shares,comments,plays
6829419442796104965,3 Ways To Style A White Tee #tshirt #fashion #style #tiktokfashion #howto #styletips,1590098128,20,6755939935561778181,naomiboyer,Naomi Boyer,6829419414979463941,original sound,Naomi Boyer,102800,4334,355,1700000
6829028803763866885,5 White T-Shirts Every Girls Needs #tiktokfashion #tshirt #fashion #style #casual,1590007173,17,6755939935561778181,naomiboyer,Naomi Boyer,6829039974013225733,original sound,Naomi Boyer,19400,670,45,549800
6828697815342976261,3 Ways To Style Joggers #howto #wfh #loungewear #fashion #style #tiktokfashion,1589930109,19,6755939935561778181,naomiboyer,Naomi Boyer,6828697790143531781,original sound,Naomi Boyer,23900,891,75,673300
6828343238600953093,3 Ways To Style A Black Midi Dress ... Dress is Shop Vertiere #howtostyle #howto #fashion #style #tiktokfashion #blackdress,1589847552,15,6755939935561778181,naomiboyer,Naomi Boyer,6454717128007224077,Pump,Valentino Khan,39100,1639,130,928300
6827954122860268805,3 Ways To Style Leggings #fashion #style #tiktokfashion #howto #wfh #loungewear,1589756954,23,6755939935561778181,naomiboyer,Naomi Boyer,6827954066971249414,original sound,Naomi Boyer,352100,11700,1353,5300000
6827560658658266374,How to make a basic margarita #margarita #quarantini #howto #cocktail #cocktailrecipe,1589665344,12,6755939935561778181,naomiboyer,Naomi Boyer,6537743289095820303,Absolutely Anything (feat. Or3o),CG5,11500,708,20,453100
6827126983089016070,How To Make Your Sweats Look Cool #howto #fashionhacks #sweatpants #fashion #style #tiktokfashion,1589564371,16,6755939935561778181,naomiboyer,Naomi Boyer,6827126963170298629,original sound,Naomi Boyer,204000,4609,1017,2800000
6826813879603989766,"3 Comfy, At-Home Outfit Ideas That Aren’t Sweats #loungewear #fashion #style #tiktokfashion #outfitideas @boohoo",1589491471,15,6755939935561778181,naomiboyer,Naomi Boyer,259473755658272768,OMG,Camila Cabello,24200,660,96,611000
6826015254552530181,4 Ways To Look Classy #fashionhacks #fashion #style #tiktokfashion #howto,1589305528,17,6755939935561778181,naomiboyer,Naomi Boyer,6826015255341189893,original sound,Naomi Boyer,75300,2159,352,1500000
6825627301770726661,3 Ways to Look Slimmer #fashionhacks #fashion #style #howto #tiktokfashion,1589215199,19,6755939935561778181,naomiboyer,Naomi Boyer,6825627279620623110,original sound,Naomi Boyer,100600,1490,523,1600000
